Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA015 Community marriage organization,Code: EA015 Community marriage organization,Description: EA015 Community marriage organization,Comment: EA015 Community marriage organization,Subcase: EA015 Community marriage organization,References: EA015 Community marriage organization,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,CousinsDistinguished,Focal Year: EA024 Cousin marriages permitted: subtypes,Code: EA024 Cousin marriages permitted: subtypes,Description: EA024 Cousin marriages permitted: subtypes,Comment: EA024 Cousin marriages permitted: subtypes,Subcase: EA024 Cousin marriages permitted: subtypes,References: EA024 Cousin marriages permitted: subtypes,PermitFirstCousins,Focal Year: EA026 Cousin marriages preferred: subtypes,Code: EA026 Cousin marriages preferred: subtypes,Description: EA026 Cousin marriages preferred: subtypes,Comment: EA026 Cousin marriages preferred: subtypes,Subcase: EA026 Cousin marriages preferred: subtypes,References: EA026 Cousin marriages preferred: subtypes,PreferCrossCousins
Ethnographic Atlas,Egba,Af32,xd211,Egba (Af32),7,3,7,3,egba1238,Egba,,Atlantic-Congo,1920,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,Abeouta Province and Benin,Ajisafe(1924); Forde(1951); ,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Abeouta Province and Benin,Ajisafe(1924); Forde(1951); ,0,1920,7,Nonlateral marriage when evidence is available only for first cousins,,Abeouta Province and Benin,Ajisafe(1924); Forde(1951); ,0,1920,9,No preferred cousin marriage,,Abeouta Province and Benin,Ajisafe(1924); Forde(1951); ,0
Ethnographic Atlas,Tohono O'odham,Ni2,xd1287,Papago (Ni2),31,-112,31,-112,toho1246,Tohono O'odam,,Uto-Aztecan,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,0,1930,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,0,1930,9,No preferred cousin marriage,,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,0
Ethnographic Atlas,Lawa,Ej12,xd719,Lawa (Ej12),18,98,18,98,west2396,Western Lawa,lcp,Austroasiatic,1960,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,,NA,Missing data,,,,NA,1960,4,One of four first cousins marriageable,,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,1,1960,2,MoBrDa is preferred spouse,,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,1
Ethnographic Atlas,Northern Pomo,Nc17,xd1115,Northern Pomo (Nc17),39,-123,39,-123,nort2966,Northern Pomo,pej,Pomoan,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to those of Kalekau,Gifford(1922a); Essene(1942); Gifford and Kroeber(1937a); ,1860,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,with special reference to those of Kalekau,Gifford(1922a); Essene(1942); Gifford and Kroeber(1937a); ,1,1860,7,Nonlateral marriage when evidence is available only for first cousins,,with special reference to those of Kalekau,Gifford(1922a); Essene(1942); Gifford and Kroeber(1937a); ,0,1860,9,No preferred cousin marriage,,with special reference to those of Kalekau,Gifford(1922a); Essene(1942); Gifford and Kroeber(1937a); ,0
Ethnographic Atlas,Nez Perce,Nd20,xd1153,Nez Perce (Nd20),45,-115,45,-115,nezp1238,Nez Perce,nez,Sahaptian,1850,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); ,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); ,0,1850,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); ,0,1850,9,No preferred cousin marriage,,,Elmendorf(1963); Haines(1955); Spiden(1908); Curtis(1911); ,0
Ethnographic Atlas,Marind-Amin,Ie19,xd795,Marindamin (Ie19),-8,139,-8,139,nucl1622,Nuclear Nuclear Marind,mrz,Anim,1910,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the coastal inhabitants,Van Baal(1966); ,1910,8,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""","Sibling terms are applied to FaBrCh, but there is a single term for all other cousins",with special reference to the coastal inhabitants,Van Baal(1966); ,NA,1910,7,Nonlateral marriage when evidence is available only for first cousins,,with special reference to the coastal inhabitants,Van Baal(1966); ,0,1910,9,No preferred cousin marriage,,with special reference to the coastal inhabitants,Van Baal(1966); ,0
Ethnographic Atlas,Southern Ute,Nd2,xd1152,Southern Ute (Nd2),38,-109,38,-109,utee1244,Ute,,Uto-Aztecan,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,0,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,0,1860,9,No preferred cousin marriage,,,Stewart(1942); Stewart(1940); Gifford(1940); Opler(1940); Hill and Hill(1970); Lowie(1924); ,0
Ethnographic Atlas,Mandja,Ai24,xd353,Mandja (Ai24),6,18,6,18,manz1243,Manza,mzv,Atlantic-Congo,1900,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Gaud(1911); Vergiat(1937); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Atsakudokwa,Nd23,xd1156,Atsakudokwa (Nd23),42,-118,42,-118,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,,NA,Missing data,,,,NA,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Stewart(1941); ,0,1870,9,No preferred cousin marriage,,,Stewart(1941); ,0
Ethnographic Atlas,Mongo,Ae24,xd143,Mongo (Ae24),1,22,1,22,long1393,Longo (Democratic Republic of Congo),,Atlantic-Congo,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Gutersohn(1920); Ruskin and Ruskin(1928); Van der Kerken(1944); ,1920,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,,Gutersohn(1920); Ruskin and Ruskin(1928); Van der Kerken(1944); ,1,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Kuyuidokado,Nd27,xd1160,Kuyuidokado (Nd27),40,-119,40,-119,sout2967,South Northern Paiute,,Uto-Aztecan,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Park(1938); Park(1937); Park(1934); Stewart(1941); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Park(1938); Park(1937); Park(1934); Stewart(1941); ,0,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Park(1938); Park(1937); Park(1934); Stewart(1941); ,0,1860,9,No preferred cousin marriage,,,Park(1938); Park(1937); Park(1934); Stewart(1941); ,0
Ethnographic Atlas,Bhil,Ef5,xd667,Bhil (Ef5),22,74,22,74,bhil1251,Bhili,bhb,Indo-European,1900,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Hendley(1875); Bose and Ray(1953); Koppers(1948); Naik(1956); ,1900,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Hendley(1875); Bose and Ray(1953); Koppers(1948); Naik(1956); ,NA,1900,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Hendley(1875); Bose and Ray(1953); Koppers(1948); Naik(1956); ,0,1900,9,No preferred cousin marriage,,,Hendley(1875); Bose and Ray(1953); Koppers(1948); Naik(1956); ,0
Ethnographic Atlas,Eastern Mono,Nd30,xd1164,Eastern Mono (Nd30),37,-118,37,-118,mono1275,Mono (USA),mnr,Uto-Aztecan,1870,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Steward(1933); Driver(1937); ,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Steward(1933); Driver(1937); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Steward(1933); Driver(1937); ,0,1870,9,No preferred cousin marriage,,,Steward(1933); Driver(1937); ,0
Ethnographic Atlas,Chamorro,If8,xd839,Chamorro (If8),15.13,145.71,15,145,cham1312,Chamorro,cha,Austronesian,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to those of Saipa,Joseph and Murray(1951); Spoehr(1954); ,1950,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to those of Saipa,Joseph and Murray(1951); Spoehr(1954); ,0,1950,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to those of Saipa,Joseph and Murray(1951); Spoehr(1954); ,0,1950,9,No preferred cousin marriage,,with special reference to those of Saipa,Joseph and Murray(1951); Spoehr(1954); ,0
Ethnographic Atlas,Adi,Ee1,xd653,Abor (Ee1),28,95,28,95,bori1243,Bori,adi,Sino-Tibetan,1940,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Roy(1960); Duff-Sutherland-Dunbar(1915); ,,NA,Missing data,,,,NA,1940,4,One of four first cousins marriageable,,,Roy(1960); Duff-Sutherland-Dunbar(1915); ,1,1940,9,No preferred cousin marriage,,,Roy(1960); Duff-Sutherland-Dunbar(1915); ,0
Ethnographic Atlas,Azande,Ai3,xd359,Azande (Ai3),5,27,5,27,zand1248,Zande,zne,Atlantic-Congo,1920,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Evans-Pritchard(1932b); De Schlippe(1956); Baxter and Butt(1953); Legae(1926); Schweinfurth(1873); Reining(1966); Evans-Pritchard(1974); Evans-Pritchard(1971b); Evans-Pritchard(1971a); Evans-Pritchard(1963); Evans-Pritchard(1957); Evans-Pritchard(1956); Larkin(1926-27); Seligman and Seligman(1932); Evans-Pritchard(1937); ,1920,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Evans-Pritchard(1932b); De Schlippe(1956); Baxter and Butt(1953); Legae(1926); Schweinfurth(1873); Reining(1966); Evans-Pritchard(1974); Evans-Pritchard(1971b); Evans-Pritchard(1971a); Evans-Pritchard(1963); Evans-Pritchard(1957); Evans-Pritchard(1956); Larkin(1926-27); Seligman and Seligman(1932); Evans-Pritchard(1937); ,NA,1920,7,Nonlateral marriage when evidence is available only for first cousins,,,Evans-Pritchard(1932b); De Schlippe(1956); Baxter and Butt(1953); Legae(1926); Schweinfurth(1873); Reining(1966); Evans-Pritchard(1974); Evans-Pritchard(1971b); Evans-Pritchard(1971a); Evans-Pritchard(1963); Evans-Pritchard(1957); Evans-Pritchard(1956); Larkin(1926-27); Seligman and Seligman(1932); Evans-Pritchard(1937); ,0,1920,9,No preferred cousin marriage,,,Evans-Pritchard(1932b); De Schlippe(1956); Baxter and Butt(1953); Legae(1926); Schweinfurth(1873); Reining(1966); Evans-Pritchard(1974); Evans-Pritchard(1971b); Evans-Pritchard(1971a); Evans-Pritchard(1963); Evans-Pritchard(1957); Evans-Pritchard(1956); Larkin(1926-27); Seligman and Seligman(1932); Evans-Pritchard(1937); ,0
Ethnographic Atlas,Santa Clara,Nh26,xd1277,Santa Clara (Nh26),36,-106,36,-106,sant1421,Santa Clara,,Kiowa-Tanoan,1910,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Parsons(1924); Parsons(1929); Harrington(1912); ,1910,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Parsons(1924); Parsons(1929); Harrington(1912); ,0,1910,7,Nonlateral marriage when evidence is available only for first cousins,,,Parsons(1924); Parsons(1929); Harrington(1912); ,0,1910,9,No preferred cousin marriage,,,Parsons(1924); Parsons(1929); Harrington(1912); ,0
Ethnographic Atlas,Ingassana,Ai4,xd370,Ingassana (Ai4),11,34,11,34,gaam1241,Gaam,tbi,Eastern Jebel,1920,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Evans-Pritchard(1927); Seligman and Seligman(1932); ,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Evans-Pritchard(1927); Seligman and Seligman(1932); ,0,1920,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Evans-Pritchard(1927); Seligman and Seligman(1932); ,0,1920,9,No preferred cousin marriage,,,Evans-Pritchard(1927); Seligman and Seligman(1932); ,0
Ethnographic Atlas,Bakovi,Ig15,xd847,Bakovi (Ig15),-5.42,150.05,-5,150,bola1250,Bola,bnp,Austronesian,,NA,Missing data,,,,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Goodenough(1954a); ,1,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Beatty,Nd33,xd1167,Beatty (Nd33),37,-116,37,-116,pana1305,Panamint,par,Uto-Aztecan,1870,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,including the Belted Range group,Steward(1941); Steward(1938); ,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,including the Belted Range group,Steward(1941); Steward(1938); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,including the Belted Range group,Steward(1941); Steward(1938); ,0,1870,9,No preferred cousin marriage,,including the Belted Range group,Steward(1941); Steward(1938); ,0
Ethnographic Atlas,Sawakudokwa,Nd25,xd1158,Sawakudokwa (Nd25),41,-118,41,-118,nort1551,North Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Steward(1941); Stewart(1941); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Steward(1941); Stewart(1941); ,0,1870,9,No preferred cousin marriage,,,Steward(1941); Stewart(1941); ,0
Ethnographic Atlas,Mamvu,Ai5,xd379,Mamvu (Ai5),3,29,3,29,mamv1243,Mamvu,mdi,Central Sudanic,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Van Geluwe(1957); Czekanowski(1924e); ,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Van Geluwe(1957); Czekanowski(1924e); ,0,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Tiriki,Ad40,xd110,Tiriki (Ad40),0,35,0,35,idak1243,Idakho-Isukha-Tiriki,ida,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,NA,1950,7,Nonlateral marriage when evidence is available only for first cousins,,,Sangree(1965); ,0,1950,9,No preferred cousin marriage,,,Sangree(1965); ,0
Ethnographic Atlas,Latvians,ch21,xd559,Latvians (ch21),57,24,57,24,latv1249,Latvian,lav,Indo-European,1881,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the Vidzeme group,Tolstov(1964); Efremova(1982); Aleksandrov(1900a); Karlov(1990); Aleksandrov and Shlygina(1971); Anonymous(1869); Sedov(1987); Rejsner(1916); Cheshihin-VetrinskijV(1901); Vol'ter(1890); Shtraus(1994); Novoselov(1911); Trejland(1881); Kozlova(1982); ,1881,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,with special reference to the Vidzeme group,Tolstov(1964); Efremova(1982); Aleksandrov(1900a); Karlov(1990); Aleksandrov and Shlygina(1971); Anonymous(1869); Sedov(1987); Rejsner(1916); Cheshihin-VetrinskijV(1901); Vol'ter(1890); Shtraus(1994); Novoselov(1911); Trejland(1881); Kozlova(1982); ,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Mojave,Nh21,xd1272,Mohave (Nh21),35,-114,35,-114,moha1256,Mohave,mov,Cochimi-Yuman,1850,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); ,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); ,0,1850,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); ,0,1850,9,No preferred cousin marriage,,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); ,0
Ethnographic Atlas,Bafia,Ae48,xd169,Bafia (Ae48),5,11,5,11,bafi1243,Bafia,ksf,Atlantic-Congo,1930,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,McCulloch et al.(1954); Tessmann(1934); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Songo,Ac25,xd50,Songo (Ac25),-5,18,-5,18,song1299,Songo,soo,Atlantic-Congo,1930,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,with reference to the tribe of this name on the Luniunga and Gobari rivers,Beaucorps(1951); Beaucorps(1921); Richards(1950); ,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with reference to the tribe of this name on the Luniunga and Gobari rivers,Beaucorps(1951); Beaucorps(1921); Richards(1950); ,1,1930,2,"Trilateral marriage, i.e., marriage allowed with any first cousin except an orthocousin or lineage mate",,with reference to the tribe of this name on the Luniunga and Gobari rivers,Beaucorps(1951); Beaucorps(1921); Richards(1950); ,1,1930,1,A symmetrical cross-cousin is preferred spouse,,with reference to the tribe of this name on the Luniunga and Gobari rivers,Beaucorps(1951); Beaucorps(1921); Richards(1950); ,1
Ethnographic Atlas,Lida Shoshoni,Nd34,xd1168,Lida Shoshoni (Nd34),37,-117,37,-117,west2622,Western Shoshoni,,Uto-Aztecan,,NA,Missing data,,,,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Steward(1941); Steward(1938); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Steward(1941); Steward(1938); ,0,1870,9,No preferred cousin marriage,,,Steward(1941); Steward(1938); ,0
Ethnographic Atlas,Cochiti,Nh7,xd1283,Cochiti (Nh7),36,-106,36,-106,coch1273,Cochiti,,Keresan,1890,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Goldfrank(1927); Parsons(1932b); Dumarest(1919); ,1890,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Goldfrank(1927); Parsons(1932b); Dumarest(1919); ,0,1890,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Goldfrank(1927); Parsons(1932b); Dumarest(1919); ,0,1890,9,No preferred cousin marriage,,,Goldfrank(1927); Parsons(1932b); Dumarest(1919); ,0
Ethnographic Atlas,Male,Ca22,xd429,Male (Ca22),6,37,6,37,male1284,Male (Ethiopia),mdy,Ta-Ne-Omotic,,NA,Missing data,,,,,NA,Missing data,,,,NA,1950,7,Nonlateral marriage when evidence is available only for first cousins,,,Jensen(1959); ,0,1950,9,No preferred cousin marriage,,,Jensen(1959); ,0
Ethnographic Atlas,Zekara,Cd10,xd508,Zekara (Cd10),34,-2,34,-2,tidi1241,Tidikelt Tamazight,tia,Afro-Asiatic,,NA,Missing data,,,,1900,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Moulieras(1905); Destaing(1907-11); ,NA,1900,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Moulieras(1905); Destaing(1907-11); ,1,1900,9,No preferred cousin marriage,,,Moulieras(1905); Destaing(1907-11); ,0
Ethnographic Atlas,Koso,Nd31,xd1165,Koso (Nd31),36,-118,36,-118,pana1305,Panamint,par,Uto-Aztecan,1850,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Steward(1938); Driver(1937); ,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Steward(1938); Driver(1937); ,0,1850,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Steward(1938); Driver(1937); ,0,1850,9,No preferred cousin marriage,,,Steward(1938); Driver(1937); ,0
Ethnographic Atlas,Teda,Cc2,xd498,Teda (Cc2),21,17,21,17,teda1241,Tedaga,tuq,Saharan,1950,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1,1950,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,0,1950,9,No preferred cousin marriage,,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,0
Ethnographic Atlas,Kidutokado,Nd24,xd1157,Kidutokado (Nd24),42,-120,42,-120,nort1551,North Northern Paiute,,Uto-Aztecan,1870,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Kroeber(1917a); Stewart(1941); Kelly(1932); Angulo and Freeland(1929); ,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Kroeber(1917a); Stewart(1941); Kelly(1932); Angulo and Freeland(1929); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Kroeber(1917a); Stewart(1941); Kelly(1932); Angulo and Freeland(1929); ,0,1870,9,No preferred cousin marriage,,,Kroeber(1917a); Stewart(1941); Kelly(1932); Angulo and Freeland(1929); ,0
Ethnographic Atlas,Magyar,Ch8,xd572,Hungarian (Ch8),47,20,47,20,hung1274,Hungarian,hun,Uralic,1940,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Hanzeli(1955); ,1940,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Hanzeli(1955); ,0,1940,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Hanzeli(1955); ,0,1940,9,No preferred cousin marriage,,,Hanzeli(1955); ,0
Ethnographic Atlas,Mattole-Bear River,Nb38,xd1099,Mattole (Nb38),40.35,-123.47,40,-124,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit,1860,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,,NA,Missing data,,,,NA,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,0,1860,9,No preferred cousin marriage,,with special reference to the inhabitants of the Bear River,Nomland(1938); Driver(1939); ,0
Ethnographic Atlas,Taos,Nh6,xd1282,Taos (Nh6),37,-106,37,-106,taos1236,Taos,,Kiowa-Tanoan,1890,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Trager(1943); Parsons(1936b); ,1890,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,,Trager(1943); Parsons(1936b); ,0,1890,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Trager(1943); Parsons(1936b); ,0,1890,9,No preferred cousin marriage,,,Trager(1943); Parsons(1936b); ,0
Ethnographic Atlas,Kurd,Ci11,xd576,Kurd (Ci11),32,44,32,44,cent1972,Central Kurdish,ckb,Indo-European,1940,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Longrigg(1953); Leach(1938); Barth(1953); Masters(1953); Hansen(1961); ,1940,8,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""","One term for FaSiCh and MoSiCh, a second for FaBrCh, and a third for MoBrCh",,Longrigg(1953); Leach(1938); Barth(1953); Masters(1953); Hansen(1961); ,NA,1940,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Longrigg(1953); Leach(1938); Barth(1953); Masters(1953); Hansen(1961); ,1,1940,4,FaBrDa is preferred spouse,,,Longrigg(1953); Leach(1938); Barth(1953); Masters(1953); Hansen(1961); ,0
Ethnographic Atlas,White Knife Shoshoni,Nd43,xd1178,White Knife (Nd43),41,-117,41,-117,west2622,Western Shoshoni,,Uto-Aztecan,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Harris(1940); Steward(1941); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings","But cross-cousins of opposite sex are called ""breast siblings""",,Harris(1940); Steward(1941); ,0,1860,3,Two of four first cousins marriageable,Entry follows Harris; Steward reports only marriage with a pseudo-cross-cousin,,Harris(1940); Steward(1941); ,1,1860,9,No preferred cousin marriage,Entry follows Harris; Steward reports only marriage with a pseudo-cross-cousin,,Harris(1940); Steward(1941); ,0
